Day,"Campaign ID","Campaign name","Ad set ID","Ad Set Name","Ad ID","Ad name",Objective,Region,"Delivery status","Delivery level","Attribution setting",Reach,Impressions,Frequency,"Amount spent (NZD)","Link clicks","CPM (cost per 1,000 impressions)","CPC (cost per link click)","CTR (all)","Video plays at 25%","Reporting starts","Reporting ends"
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Otago,active,ad,"7-day click or 1-day view",4,4,1,0.01,,2.5,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Bay of Plenty Region",active,ad,"7-day click or 1-day view",8,9,1.125,0.04,,4.44444444,,0,,2025-06-04,2025-06-04
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"West Coast",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.03,,30,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",31,35,1.12903226,0.26,,7.42857143,,5.71428571,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Otago,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,2,1,0.03,1,15,0.03,50,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Tasman District",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.03,,30,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,5,1.25,0.04,,8,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",5,8,1.6,0.14,1,17.5,0.14,25,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Marlborough Region",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",2,2,1,0,,0,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",7,8,1.14285714,0.15,1,18.75,0.15,12.5,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Hawke's Bay",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.04,,40,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Northland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Taranaki,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.03,,30,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Canterbury,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",6,7,1.16666667,0.06,,8.57142857,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Manawatu-Wanganui,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,3,1,0.04,,13.33333333,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",2,2,1,0,,0,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",4,4,1,0.01,,2.5,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",7,7,1,0.04,1,5.71428571,0.04,14.28571429,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",44,54,1.22727273,0.84,1,15.55555556,0.84,1.85185185,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,"Bay of Plenty Region",inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",5,6,1.2,0.04,,6.66666667,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",16,18,1.125,0.36,,20,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",7,13,1.85714286,0.17,,13.07692308,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",421,514,1.22090261,5.57,14,10.83657588,0.39785714,3.50194553,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Northland Region",inactive,ad,"7-day click or 1-day view",8,9,1.125,0.05,,5.55555556,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Taranaki,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",5,10,2,0.07,,7,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Otago,inactive,ad,"7-day click or 1-day view",6,7,1.16666667,0.04,,5.71428571,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Otago,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",8,9,1.125,0.05,,5.55555556,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,7,1.75,0.01,,1.42857143,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",44,55,1.25,0.59,2,10.72727273,0.295,3.63636364,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",43,50,1.1627907,0.71,2,14.2,0.355,10,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",233,300,1.28755365,3.18,18,10.6,0.17666667,9.66666667,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",16,20,1.25,0.22,2,11,0.11,15,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Canterbury,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",36,50,1.38888889,0.55,4,11,0.1375,16,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"West Coast",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,9,4.5,0.56,1,62.22222222,0.56,11.11111111,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Hawke's Bay",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",5,5,1,0.04,,8,,0,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Manawatu-Wanganui,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",15,20,1.33333333,0.32,2,16,0.16,20,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Gisborne District",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,5,1.25,0.03,,6,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",37,44,1.18918919,0.29,3,6.59090909,0.09666667,6.81818182,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Nelson Province",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,2,1,0.03,,15,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Nelson Province",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",2,2,1,0,,0,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",53,58,1.09433962,0.55,4,9.48275862,0.1375,8.62068966,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Tasman District",inactive,ad,"7-day click or 1-day view",2,2,1,0.03,,15,,0,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",55,82,1.49090909,0.97,3,11.82926829,0.32333333,3.65853659,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Bay of Plenty Region",inactive,ad,"7-day click or 1-day view",16,21,1.3125,0.14,1,6.66666667,0.14,4.76190476,,2025-06-03,2025-06-03
2025-06-03,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",6,7,1.16666667,0.11,2,15.71428571,0.055,14.28571429,,2025-06-03,2025-06-03
2025-06-03,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Northland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-06-03,2025-06-03
2025-06-02,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Taranaki,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-06-02,2025-06-02
2025-06-02,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",5,5,1,0.03,,6,,0,,2025-06-02,2025-06-02
2025-06-02,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",3,4,1.33333333,0.02,,5,,0,,2025-06-02,2025-06-02
2025-06-02,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Tasman District",inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-02,2025-06-02
2025-06-02,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",28,28,1,0.36,2,12.85714286,0.18,7.14285714,,2025-06-02,2025-06-02
2025-06-02,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",6,7,1.16666667,0.07,,10,,0,,2025-06-02,2025-06-02
2025-06-02,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.03,,30,,0,,2025-06-02,2025-06-02
2025-06-02,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Canterbury,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-06-02,2025-06-02
2025-06-02,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Hawke's Bay",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-06-02,2025-06-02
2025-06-02,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Northland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-06-02,2025-06-02
2025-06-02,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",5,5,1,0.03,,6,,0,,2025-06-02,2025-06-02
2025-06-02,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",7,8,1.14285714,0.01,,1.25,,0,,2025-06-02,2025-06-02
2025-06-02,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-06-02,2025-06-02
