Day,"Campaign ID","Campaign name","Ad set ID","Ad Set Name","Ad ID","Ad name",Objective,Region,"Delivery status","Delivery level","Attribution setting",Reach,Impressions,Frequency,"Amount spent (NZD)","Link clicks","CPM (cost per 1,000 impressions)","CPC (cost per link click)","CTR (all)","Video plays at 25%","Reporting starts","Reporting ends"
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Tasman District",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Bay of Plenty Region",inactive,ad,"7-day click or 1-day view",4,4,1,0.02,,5,,0,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Northland Region",inactive,ad,"7-day click or 1-day view",2,2,1,0.03,,15,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,3,1.5,0.06,2,20,0.03,66.66666667,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",11,17,1.54545455,0.13,,7.64705882,,0,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Nelson Province",inactive,ad,"7-day click or 1-day view",1,2,2,0.01,,5,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",20,34,1.7,0.7,5,20.58823529,0.14,11.76470588,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",24,27,1.125,0.17,3,6.2962963,0.05666667,22.22222222,,2025-04-25,2025-04-25
2025-04-25,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",9,10,1.11111111,0.02,,2,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Gisborne District",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,5,2.5,0.03,,6,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Canterbury,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",44,65,1.47727273,0.55,4,8.46153846,0.1375,4.61538462,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Marlborough Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Hawke's Bay",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",5,8,1.6,0.02,,2.5,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Taranaki,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",11,15,1.36363636,0.1,,6.66666667,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",50,70,1.4,0.75,4,10.71428571,0.1875,12.85714286,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",357,457,1.28011204,4.66,19,10.19693654,0.24526316,5.47045952,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Otago,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",11,13,1.18181818,0.11,,8.46153846,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Manawatu-Wanganui,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",16,25,1.5625,0.34,3,13.6,0.11333333,12,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",51,62,1.21568627,0.65,1,10.48387097,0.65,1.61290323,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Northland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",8,11,1.375,0.12,,10.90909091,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"West Coast",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,7,1.75,0.11,1,15.71428571,0.11,14.28571429,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",5,5,1,0.03,,6,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Nelson Province",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,3,1,0.03,,10,,0,,2025-04-25,2025-04-25
2025-04-25,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",19,22,1.15789474,0.26,,11.81818182,,4.54545455,,2025-04-25,2025-04-25
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",18,20,1.11111111,0.14,,7,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",9,10,1.11111111,0.1,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Manawatu-Wanganui,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",8,8,1,0.04,,5,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",19,23,1.21052632,0.23,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Otago,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,4,1.33333333,0.02,,5,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",162,178,1.09876543,1.72,4,9.66292135,0.43,4.49438202,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Northland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,5,1.25,0.06,,12,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Hawke's Bay",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.03,1,30,0.03,100,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Canterbury,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",12,14,1.16666667,0.12,1,8.57142857,0.12,14.28571429,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Nelson Province",inactive,ad,"7-day click or 1-day view",1,4,4,0.02,,5,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"West Coast",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.02,,20,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Gisborne District",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Wellington Region",not_delivering,ad,"7-day click or 1-day view",15,15,1,0.12,,8,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Taranaki,not_delivering,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Hawke's Bay",not_delivering,ad,"7-day click or 1-day view",2,2,1,0.03,,15,,0,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Canterbury,not_delivering,ad,"7-day click or 1-day view",13,15,1.15384615,0.11,,7.33333333,,6.66666667,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Manawatu-Wanganui,not_delivering,ad,"7-day click or 1-day view",8,9,1.125,0.08,,8.88888889,,0,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Northland Region",not_delivering,ad,"7-day click or 1-day view",2,2,1,0.02,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Waikato,not_delivering,ad,"7-day click or 1-day view",9,9,1,0.1,,11.11111111,,0,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"West Coast",inactive,ad,"7-day click or 1-day view",5,5,1,0.05,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Bay of Plenty Region",not_delivering,ad,"7-day click or 1-day view",7,9,1.28571429,0.07,,7.77777778,,0,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Auckland Region",not_delivering,ad,"7-day click or 1-day view",89,102,1.14606742,0.91,,8.92156863,,0.98039216,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Southland,not_delivering,ad,"7-day click or 1-day view",2,2,1,0.02,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Otago,not_delivering,ad,"7-day click or 1-day view",2,2,1,0.02,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",6,6,1,0.04,,6.66666667,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Taranaki,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,2,1,0.03,1,15,0.03,100,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",9,12,1.33333333,0.07,,5.83333333,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Gisborne District",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",9,14,1.55555556,0.13,,9.28571429,,7.14285714,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Taranaki,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,6,1.5,0.06,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Northland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,3,1,0.05,,16.66666667,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",210,250,1.19047619,2.88,18,11.52,0.16,11.2,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",14,15,1.07142857,0.12,1,8,0.12,13.33333333,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Canterbury,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",27,36,1.33333333,0.28,1,7.77777778,0.28,13.88888889,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",31,40,1.29032258,0.64,8,16,0.08,27.5,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",41,47,1.14634146,0.51,,10.85106383,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Marlborough Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,3,1,0.03,,10,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"West Coast",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,2,1,0.04,,20,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Otago,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",11,17,1.54545455,0.13,,7.64705882,,0,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Manawatu-Wanganui,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",11,18,1.63636364,0.24,4,13.33333333,0.06,27.77777778,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",7,7,1,0.01,,1.42857143,,0,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",20,41,2.05,0.41,2,10,0.205,4.87804878,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",62,77,1.24193548,0.76,,9.87012987,,1.2987013,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Hawke's Bay",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,3,1,0.06,,20,,0,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",2,4,2,0.05,,12.5,,0,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Otago,inactive,ad,"7-day click or 1-day view",6,7,1.16666667,0.04,,5.71428571,,0,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Bay of Plenty Region",inactive,ad,"7-day click or 1-day view",14,15,1.07142857,0.17,,11.33333333,,0,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",604,818,1.35430464,8.49,19,10.37897311,0.44684211,4.400978,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",56,77,1.375,0.77,1,10,0.77,3.8961039,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Northland Region",inactive,ad,"7-day click or 1-day view",2,2,1,0.02,1,10,0.02,50,,2025-04-24,2025-04-24
2025-04-24,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Nelson Province",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,2,1,0,,0,,0,,2025-04-24,2025-04-24
2025-04-24,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",57,64,1.12280702,0.91,1,14.21875,0.91,1.5625,,2025-04-24,2025-04-24
